what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962106296
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460962119656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962123953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962135890
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460962144890
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962145937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962226656
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962229812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962254703
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1460962326218
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460962328843
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460962343578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962344593
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962351375
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1460962357765
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460962363593
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460962384578
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962387312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962399140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962424046
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962436921
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962529546
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962536765
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460962609062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460963211687
