what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1460960428968
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460960433578
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1460960434156
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1460960437671
activated,editor,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.core.jspsource.source",1460960438062
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960443312
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960446312
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1460960456890
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460960458390
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460960459140
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960460500
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960462765
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460960480828
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1460960488234
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1460960489671
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460960490203
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960490578
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960491937
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460960513656
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460960531671
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960532562
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960534906
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1460960549093
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1460960550406
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1460960551140
